LVL,FLDNM,KNLESSONLANGNM,ESTB,SYLLABUS_DETAIL_URL,SBJTNM,DOWPD,LCTNM,ID
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=99513&lang=jp,美学美術史学原典講読Ⅱ（英）（Ｂ）（要）,水2,後藤 文子,99513
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=99528&lang=jp,美学美術史学原典講読Ⅱ（英）（Ｃ）（要）,水2,金山 弘昌,99528
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=99862&lang=jp,美学美術史学原典講読Ⅱ（英）（Ｄ）（要）,水2,遠山 公一,99862
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=99877&lang=jp,美学美術史学原典講読Ⅱ（英）（Ｅ）（要）,水2,西川 尚生,99877
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｂ,日本語,文/人美,detail?ttblyr=2023&entno=99881&lang=jp,美学美術史学原典講読Ⅱ（英）（Ｆ）（要）,水2,長屋 晃一,99881
"2, 3, 4",専門教育科目美学美術史学専攻必修Ｃ,日本語,文/人美,detail?ttblyr=2023&entno=99331&lang=jp,美学美術史学原典講読Ⅳ（日）（要）,水2,内藤 正人,99331
"2, 3, 4",専門教育科目日本史学専攻必修Ａ,日本語,文/人日,detail?ttblyr=2023&entno=94841&lang=jp,日本史史料講読Ⅰ（Ａ）（セ）,水2,中島 圭一 他,94841
"2, 3, 4",専門教育科目日本史学専攻必修Ａ,日本語,文/人日,detail?ttblyr=2023&entno=94856&lang=jp,日本史史料講読Ⅰ（Ｂ）（セ）,水2,中島 圭一 他,94856
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｂ,日本語,文/人日,detail?ttblyr=2023&entno=98718&lang=jp,日本史特殊ⅠＦ,水2,松井 洋子,98718
"2, 3, 4",専門教育科目日本史学専攻必修Ａ,日本語,文/人日,detail?ttblyr=2023&entno=94875&lang=jp,日本史史料講読Ⅱ（Ａ）（セ）,水2,中島 圭一 他,94875
"2, 3, 4",専門教育科目日本史学専攻必修Ａ,日本語,文/人日,detail?ttblyr=2023&entno=94880&lang=jp,日本史史料講読Ⅱ（Ｂ）（セ）,水2,中島 圭一 他,94880
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｂ,日本語,文/人日,detail?ttblyr=2023&entno=09063&lang=jp,日本史特殊ⅡＦ,水2,松井 洋子,09063
"2, 3, 4",専門教育科目東洋史学専攻必修Ａ,日本語,文/人東,detail?ttblyr=2023&entno=96021&lang=jp,東洋史研究入門Ⅰ（要）,水2,勝沼 聡 他,96021
"2, 3, 4",専門教育科目東洋史学専攻必修Ａ,日本語,文/人東,detail?ttblyr=2023&entno=99771&lang=jp,東洋史研究入門Ⅱ（要）,水2,勝沼 聡 他,99771
"2, 3, 4",専門教育科目西洋史学専攻必修Ｄ,日本語,文/人西,detail?ttblyr=2023&entno=64581&lang=jp,西洋史概説Ⅰ,水2,赤江 雄一,64581
"2, 3, 4",専門教育科目西洋史学専攻必修Ｄ,日本語,文/人西,detail?ttblyr=2023&entno=06050&lang=jp,西洋史概説Ⅱ,水2,赤江 雄一,06050
"2, 3, 4",専門教育科目民族学考古学専攻必修Ａ,日本語,文/人民,detail?ttblyr=2023&entno=95226&lang=jp,民族学考古学原典講読Ⅰ,水2,杉本 智俊,95226
"2, 3, 4",専門教育科目民族学考古学専攻研究会（３年生）,日本語,文/人民,detail?ttblyr=2023&entno=66622&lang=jp,民族学考古学研究会Ⅰ（Ａ）（３年）（要）,水2,渡辺 丈彦,66622
"2, 3, 4",専門教育科目民族学考古学専攻研究会（４年生）,日本語,文/人民,detail?ttblyr=2023&entno=66637&lang=jp,民族学考古学研究会Ⅲ（Ａ）（４年）（要）,水2,渡辺 丈彦,66637
"2, 3, 4",専門教育科目民族学考古学専攻必修Ａ,日本語,文/人民,detail?ttblyr=2023&entno=07955&lang=jp,民族学考古学原典講読Ⅱ,水2,佐藤 孝雄,07955
"2, 3, 4",専門教育科目民族学考古学専攻研究会（３年生）,日本語,文/人民,detail?ttblyr=2023&entno=08617&lang=jp,民族学考古学研究会Ⅱ（Ａ）（３年）（要）,水2,渡辺 丈彦,08617
"2, 3, 4",専門教育科目民族学考古学専攻研究会（４年生）,日本語,文/人民,detail?ttblyr=2023&entno=08621&lang=jp,民族学考古学研究会Ⅳ（Ａ）（４年）（要）,水2,渡辺 丈彦,08621
"2, 3, 4",専門教育科目国文学専攻選択必修Ｄ,日本語,文/人国,detail?ttblyr=2023&entno=65004&lang=jp,国文学演習Ⅲ（セ）,水2,石川 透,65004
"2, 3, 4",専門教育科目国文学専攻選択必修Ｄ,日本語,文/人国,detail?ttblyr=2023&entno=64873&lang=jp,国文学演習Ⅳ（セ）,水2,石川 透,64873
"2, 3, 4",専門教育科目中国文学専攻必修Ａ,日本語,文/人中,detail?ttblyr=2023&entno=03539&lang=jp,中国語学概論Ⅰ,水2,浅野 雅樹,03539
"2, 3, 4",専門教育科目中国文学専攻必修Ａ,日本語,文/人中,detail?ttblyr=2023&entno=39285&lang=jp,中国語学概論Ⅱ,水2,浅野 雅樹,39285
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,英語,文/人英,detail?ttblyr=2023&entno=00267&lang=jp,英語学演習ⅩⅢ,水2,コネリー， マーティン Ｃ．,00267
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=06380&lang=jp,米文学演習ⅩⅤ,水2,志賀 俊介,06380
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,英語,文/人英,detail?ttblyr=2023&entno=00745&lang=jp,米文学演習Ⅶ,水2,大串 尚代,00745
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,英語,文/人英,detail?ttblyr=2023&entno=03782&lang=jp,アカデミック・ライティングⅠＥ,水2,バナード， ピーター,03782
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=64979&lang=jp,英語学Ⅴ,水2,平賀 優子,64979
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=65683&lang=jp,英語学Ⅶ,水2,堀田 隆一,65683
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=65057&lang=jp,英文学Ⅸ,水2,井出 新,65057
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=99092&lang=jp,米文学Ⅰ,水2,佐藤 光重,99092
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,英語,文/人英,detail?ttblyr=2023&entno=09814&lang=jp,英語学演習ⅩⅣ,水2,コネリー， マーティン Ｃ．,09814
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=10977&lang=jp,米文学演習ⅩⅥ,水2,志賀 俊介,10977
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=10580&lang=jp,米文学演習Ⅷ,水2,大串 尚代,10580
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,英語,文/人英,detail?ttblyr=2023&entno=11830&lang=jp,アカデミック・ライティングⅡＥ,水2,バナード， ピーター,11830
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=07902&lang=jp,英語学Ⅵ,水2,平賀 優子,07902
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=07520&lang=jp,英文学Ⅹ,水2,井出 新,07520
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=09537&lang=jp,米文学Ⅱ,水2,佐藤 光重,09537
"2, 3, 4",専門教育科目独文学専攻必修Ｃ,日本語,文/人独,detail?ttblyr=2023&entno=95116&lang=jp,ドイツ語学研究Ⅰ,水2,佐藤 恵,95116
"2, 3, 4",専門教育科目独文学専攻研究会,日本語,文/人独,detail?ttblyr=2023&entno=05053&lang=jp,ドイツ語学文学ゼミナールⅩⅤ,水2,香田 芳樹,05053
"2, 3, 4",専門教育科目独文学専攻必修Ｃ,日本語,文/人独,detail?ttblyr=2023&entno=06834&lang=jp,ドイツ語学研究Ⅱ,水2,佐藤 恵,06834
"2, 3, 4",専門教育科目独文学専攻研究会,日本語,文/人独,detail?ttblyr=2023&entno=11605&lang=jp,ドイツ語学文学ゼミナールⅩⅥ,水2,香田 芳樹,11605
"2, 3, 4",専門教育科目仏文学専攻基礎コース（必修Ｂ）,日本語,文/人仏,detail?ttblyr=2023&entno=95628&lang=jp,フランス文学史Ⅰ,水2,竹中 公二,95628
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ａ）,日本語,文/人仏,detail?ttblyr=2023&entno=96241&lang=jp,フランス文学と近代Ⅲ,水2,西野 絢子,96241
"2, 3, 4",専門教育科目仏文学専攻基礎コース（必修Ｂ）,日本語,文/人仏,detail?ttblyr=2023&entno=06270&lang=jp,フランス文学史Ⅱ,水2,西野 絢子,06270
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ｃ）,日本語,文/人仏,detail?ttblyr=2023&entno=06102&lang=jp,フランス文学演習ⅣＢ,水2,岑村 傑,06102
"2, 3, 4",専門教育科目図書館・情報学専攻情報メディアコース（選択）(11学則) / 専門教育科目図書館・情報学専攻情報管理コース（選択）(11学則) / 専門教育科目図書館・情報学専攻情報検索コース（選択）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（選択）(11学則),日本語,文/人図,detail?ttblyr=2023&entno=96461&lang=jp,書誌学Ⅰ（東洋）,水2,一戸 渉,96461
"2, 3, 4",専門教育科目図書館・情報学専攻情報メディアコース（選択）(11学則) / 専門教育科目図書館・情報学専攻情報管理コース（選択）(11学則) / 専門教育科目図書館・情報学専攻情報検索コース（選択）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（選択）(11学則),日本語,文/人図,detail?ttblyr=2023&entno=96112&lang=jp,書誌学Ⅱ（西洋）,水2,安形 麻理,96112
"2, 3, 4",専門教育科目社会学専攻必修Ａ,日本語,文/人社,detail?ttblyr=2023&entno=47696&lang=jp,文化人類学概論Ⅰ,水2,三尾 裕子,47696
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=96897&lang=jp,環境行動論,水2,杉浦 淳吉,96897
"2, 3, 4",専門教育科目社会学専攻選択科目,日本語,文/人社,detail?ttblyr=2023&entno=64070&lang=jp,社会学文献研究ⅠＡ,水2,近兼 路子,64070
"2, 3, 4",専門教育科目社会学専攻必修Ａ,日本語,文/人社,detail?ttblyr=2023&entno=99991&lang=jp,文化人類学概論Ⅱ,水2,三尾 裕子,99991
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=12142&lang=jp,社会学特殊Ⅹ,水2,中村 香住,12142
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=11309&lang=jp,リスクコミュニケーション論,水2,杉浦 淳吉,11309
"2, 3, 4",専門教育科目心理学専攻必修Ａ,日本語,文/人心,detail?ttblyr=2023&entno=63604&lang=jp,発達心理学,水2,北 洋輔,63604
"2, 3, 4",専門教育科目心理学専攻選択必修,日本語,文/人心,detail?ttblyr=2023&entno=01479&lang=jp,臨床心理学Ⅰ,水2,石川 菜津美,01479
"2, 3, 4",専門教育科目心理学専攻選択必修,日本語,文/人心,detail?ttblyr=2023&entno=05894&lang=jp,臨床発達心理学,水2,北 洋輔,05894
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=05861&lang=jp,教育学演習Ⅰ（３年）（要）,水2,藤澤 啓子,05861
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=06519&lang=jp,教育学演習Ⅲ（４年）（要）,水2,藤澤 啓子,06519
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=03730&lang=jp,教育学研究会Ⅰ（要）,水2,松浦 良充,03730
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=07787&lang=jp,教育学研究会Ⅰ（要）,水2,川本 哲也,07787
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=12085&lang=jp,教育学研究会Ⅰ（要）,水2,真壁 宏幹,12085
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=94913&lang=jp,教育学研究会Ⅰ（要）,水2,綾井 桜子,94913
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=95690&lang=jp,教育学研究会Ⅰ（要）,水2,渡邊 福太郎,95690
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=03744&lang=jp,教育学研究会Ⅲ（要）,水2,松浦 良充,03744
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=04717&lang=jp,教育学研究会Ⅲ（要）,水2,川本 哲也,04717
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=11328&lang=jp,教育学研究会Ⅲ（要）,水2,真壁 宏幹,11328
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=94928&lang=jp,教育学研究会Ⅲ（要）,水2,綾井 桜子,94928
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=95704&lang=jp,教育学研究会Ⅲ（要）,水2,渡邊 福太郎,95704
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=10795&lang=jp,教育学演習Ⅱ（３年）（要）,水2,藤澤 啓子,10795
"2, 3, 4",専門教育科目教育学専攻必修Ｃ,日本語,文/人教,detail?ttblyr=2023&entno=10800&lang=jp,教育学演習Ⅳ（４年）（要）,水2,藤澤 啓子,10800
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=07792&lang=jp,教育学研究会Ⅱ（要）,水2,綾井 桜子,07792
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=07806&lang=jp,教育学研究会Ⅱ（要）,水2,川本 哲也,07806
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=08550&lang=jp,教育学研究会Ⅱ（要）,水2,渡邊 福太郎,08550
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=10207&lang=jp,教育学研究会Ⅱ（要）,水2,真壁 宏幹,10207
"2, 3, 4",専門教育科目教育学専攻研究会（３年生）,日本語,文/人教,detail?ttblyr=2023&entno=11127&lang=jp,教育学研究会Ⅱ（要）,水2,松浦 良充,11127
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=07807&lang=jp,教育学研究会Ⅳ（要）,水2,綾井 桜子,07807
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=08234&lang=jp,教育学研究会Ⅳ（要）,水2,渡邊 福太郎,08234
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=10025&lang=jp,教育学研究会Ⅳ（要）,水2,松浦 良充,10025
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=11548&lang=jp,教育学研究会Ⅳ（要）,水2,真壁 宏幹,11548
"2, 3, 4",専門教育科目教育学専攻研究会（４年生）,日本語,文/人教,detail?ttblyr=2023&entno=11901&lang=jp,教育学研究会Ⅳ（要）,水2,川本 哲也,11901
"2, 3, 4",専門教育科目人間科学専攻必修（Ⅱ類）,日本語,文/人人,detail?ttblyr=2023&entno=61009&lang=jp,人間科学諸領域Ⅰ,水2,平石 界,61009
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=61339&lang=jp,人間科学特殊ⅢＡ（比較文化関係論）,水2,村津 蘭,61339
"2, 3, 4",専門教育科目人間科学専攻必修（Ⅱ類）,日本語,文/人人,detail?ttblyr=2023&entno=61013&lang=jp,人間科学諸領域Ⅱ,水2,菅 さやか,61013
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=52763&lang=jp,人間科学特殊ⅩⅣＡ（集団過程論）,水2,今井 芳昭,52763
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=63934&lang=jp,人間科学特殊ⅩⅩⅠＡ（文化と発達の心理学）,水2,鳥山 理恵,63934
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=64376&lang=jp,人間科学特殊ⅩⅩⅩⅢＡ（産業・組織心理学）,水2,林 洋一郎,64376
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=15607&lang=jp,英語Ⅰ中級,水3,堀 美里,15607
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=64690&lang=jp,英語Ⅰ中級,水3,加藤 彩雪,64690
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=65897&lang=jp,英語Ⅰ中級,水3,ロリエ， ジョエル,65897
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=19564&lang=jp,英語Ⅰ最上級,水3,ヘンク， ニコラス,19564
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=11991&lang=jp,英語Ⅲ最上級（セ）,水3,コネリー， マーティン Ｃ．,11991
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=68604&lang=jp,ドイツ語Ⅰ中級（Ｂ）,水3,山田 史子,68604
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=07190&lang=jp,ドイツ語Ⅲ（Ｎ）（セ）,水3,野端 聡美,07190
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=65720&lang=jp,フランス語Ⅰ（Ｃ）,水3,ソヴグラン シルヴァン,65720
